,City ID,City,Country,Lat,Lon,Date (UTC),Clouds (%),Humidity (%),Max Temp (F),Wind Speed (mph)
249,3423146,Ilulissat,GL,69.22,-51.1,1599946302,26,74,33.8,7.5161059344
250,4700033,Ingleside,US,27.88,-97.21,1599946547,1,47,95.0,13.018969207800001
251,2162683,Innisfail,AU,-17.53,146.03,1599946547,76,98,60.01,8.94774516
252,159134,Inyonga,TZ,-6.72,32.07,1599946547,66,36,74.41,12.750536853
253,5983720,Iqaluit,CA,63.75,-68.51,1599945952,75,75,41.0,7.5161059344
254,2136825,Isangel,VU,-19.55,169.27,1599946445,90,73,75.2,13.018969207800001
255,3460974,Itabaiana,BR,-10.69,-37.43,1599946548,40,69,78.8,15.5019684897
256,3393692,Itarema,BR,-2.92,-39.92,1599945976,100,74,78.42,38.1845024703
257,1861280,Itoman,JP,26.12,127.67,1599946548,40,88,80.6,15.5019684897
258,4004293,Ixtapa,MX,20.7,-105.2,1599946548,40,62,87.8,18.007337134500002
259,86049,Jalu,LY,29.03,21.55,1599946549,0,25,83.3,17.5599498765
260,5122534,Jamestown,US,42.1,-79.24,1599946009,90,73,75.0,20.5127057793
261,1805733,Jinchang,CN,38.5,102.17,1599946549,100,49,61.03,18.2086614006
262,1805518,Jining,CN,35.41,116.58,1599946549,40,92,63.84,9.9096277647
263,1916249,Jinxiang,CN,22.86,115.7,1599946549,98,86,79.72,21.877236916199998
264,1805179,Jiujiang,CN,29.73,115.98,1599946550,100,79,71.38,12.9071223933
265,5554072,Juneau,US,58.3,-134.42,1599946272,20,35,57.99,18.007337134500002
266,3663693,Jutaí,BR,-5.18,-68.9,1599946550,60,54,87.84,1.0513600563
267,5847411,Kahului,US,20.89,-156.47,1599946394,20,43,89.6,51.5390121216
268,2208248,Kaitangata,NZ,-46.28,169.85,1599946551,88,81,52.0,8.94774516
269,654899,Kajaani,FI,64.23,27.73,1599946551,100,100,51.8,10.513600563
270,915471,Kalabo,ZM,-14.97,22.68,1599946551,0,29,63.07,15.0098425059
271,1242110,Kalmunai,LK,7.42,81.82,1599946551,96,77,79.99,7.4489978457
272,933692,Kang,BW,-23.68,22.79,1599946551,0,32,60.89,19.5731925375
273,3422683,Kangaatsiaq,GL,68.31,-53.46,1599946552,10,81,36.54,19.5731925375
274,1673820,Kaohsiung City,TW,22.62,120.31,1599946297,40,83,81.0,5.010737289600001
275,5848280,Kapaa,US,22.08,-159.32,1599946552,90,66,84.2,20.5127057793
276,372884,Kapoeta,SS,4.77,33.59,1599946552,91,60,79.38,11.1623120871
277,744562,Karabük,TR,41.2,32.63,1599946552,100,57,74.14,9.2609162406
278,158321,Karema,TZ,-6.82,30.44,1599946553,5,53,75.02,6.1068360717
279,552465,Kargopol',RU,61.51,38.95,1599946553,77,90,51.21,23.6667859482
